t	N	N	N	21000	2	1	8	0	0
t	N	N	N	21180	2	1	8	0	0
t	N	N	N	21420	0	1	8	0	0
t	N	N	N	21480	2	1	8	0	0
t	N	N	N	21840	0	1	8	0	0
t	N	N	N	21900	2	1	8	0	0
t	N	N	N	22140	2	1	8	0	0
t	N	N	N	22080	0	1	8	0	0
t	N	N	N	22380	1	1	8	0	0
t	N	N	N	22560	2	1	8	0	0
t	N	N	N	22740	0	1	8	0	0
t	N	N	N	22980	0	1	8	0	0
t	N	N	N	23040	2	1	8	0	0
t	N	N	N	23400	2	1	8	0	0
t	N	N	N	23700	1	1	8	0	0
t	N	N	N	24180	0	1	8	0	0
t	N	N	N	24420	0	1	8	0	0
t	N	N	N	24600	2	1	8	0	0
t	N	N	N	24780	2	1	8	0	0
t	N	N	N	24900	2	1	8	0	0
t	N	N	N	25140	0	1	8	0	0
t	N	N	N	25260	0	1	8	0	0
t	N	N	N	25320	2	1	8	0	0
t	N	N	N	25380	2	1	8	0	0
t	N	N	N	25860	1	1	8	0	0
t	N	N	N	26340	2	1	8	0	0
t	N	N	N	26460	0	1	8	0	0
t	N	N	N	25080	0	1	8	0	0
t	N	N	N	26640	2	1	8	0	0
t	N	N	N	26880	2	1	8	0	0
t	N	N	N	27060	0	1	8	0	0
t	N	N	N	27360	0	1	8	0	0
t	N	N	N	27480	0	1	8	0	0
t	N	N	N	27780	2	1	8	0	0
t	N	N	N	27900	2	1	8	0	0
t	N	N	N	28140	0	1	8	0	0
t	N	N	N	28320	0	1	8	0	0
t	N	N	N	28620	0	1	8	0	0
t	N	N	N	29760	2	1	8	0	0
t	N	N	N	29880	0	1	8	0	0
t	N	N	N	30060	2	1	8	0	0
t	N	N	N	30360	2	1	8	0	0
t	N	N	N	30540	0	1	8	0	0
t	N	N	N	30660	2	1	8	0	0
t	N	N	N	30780	2	1	8	0	0
t	N	N	N	30960	0	1	8	0	0
t	N	N	N	31140	2	1	8	0	0
t	N	N	N	31380	0	1	8	0	0
t	N	N	N	31680	2	1	8	0	0
t	N	N	N	31920	0	1	8	0	0
t	N	N	N	32040	0	1	8	0	0
t	N	N	N	32340	0	1	8	0	0
t	N	N	N	33060	2	1	8	0	0
t	N	N	N	33120	0	1	8	0	0
t	N	N	N	33420	2	1	8	0	0
t	N	N	N	33600	0	1	8	0	0
t	N	N	N	33780	2	1	8	0	0
t	N	N	N	33960	0	1	8	0	0
t	N	N	N	34200	2	1	8	0	0
t	N	N	N	34440	0	1	8	0	0
t	N	N	N	34860	2	1	8	0	0
t	N	N	N	35280	0	1	8	0	0
t	N	N	N	36000	2	1	8	0	0
t	N	N	N	35640	2	1	8	0	0
t	N	N	N	35940	0	1	8	0	0
t	N	N	N	36180	2	1	8	0	0
t	N	N	N	36420	0	1	8	0	0
t	N	N	N	37380	2	1	8	0	0
t	N	N	N	37800	0	1	8	0	0
t	N	N	N	38040	2	1	8	0	0
t	N	N	N	38280	2	1	8	0	0
t	N	N	N	38460	2	1	8	0	0
t	N	N	N	38640	0	1	8	0	0
t	N	N	N	36360	2	1	8	0	0
t	N	N	N	37140	2	1	8	0	0
t	N	N	N	37260	0	1	8	0	0
t	N	N	N	37500	0	1	8	0	0
